site_id;estrato;origem;evidencia_arquivo;status;tem_canal_titular;forma:email_lgpd_controlador;forma:email_grupo_controlador;forma:email_generico_rotulado;forma:subpagina_canal_titular;forma:subpagina_encarregado;forma:telefone_encarregado;forma:formulario_direitos;forma:plataforma_externa_dsr;forma:outro;canal_evid;canal_incerto;canal_b8_ref;finalidade;finalidade_evid;finalidade_incerto;direitos_titular;direitos_art18_I;direitos_art18_II;direitos_art18_III;direitos_art18_IV;direitos_art18_V;direitos_art18_VI;direitos_art18_VII;direitos_art18_VIII;direitos_art18_IX;direitos_count;direitos_evid;direitos_incerto;transf_internacional;transf_subtipo;transf_art17_I;transf_art17_II;transf_art17_III;transf_art17_IV;transf_art17_V;transf_art17_VI;transf_count;transf_evid;transf_incerto;obs
conexasaude.com.br;corp;b7;Rotulagem/evidencia/conexasaude.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
lunacom.com.br;corp;b7;Rotulagem/evidencia/lunacom.com.br.txt;;;;;;;;;;;;;;INDISPONIVEL;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
nddigital.com.br;corp;b7;Rotulagem/evidencia/nddigital.com.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
acelerati.com.br;corp;b7;Rotulagem/evidencia/acelerati.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
ropek.com.br;corp;b7;Rotulagem/evidencia/ropek.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
anglocursos.com.br;corp;b7;Rotulagem/evidencia/anglocursos.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
lojaprohall.com.br;corp;b7;Rotulagem/evidencia/lojaprohall.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
amazoniareal.com.br;corp;b7;Rotulagem/evidencia/amazoniareal.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
yomu.com.br;corp;b7;Rotulagem/evidencia/yomu.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
megagym.com.br;corp;b7;Rotulagem/evidencia/megagym.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
arquidiocesedefortaleza.org.br;corp;b7;Rotulagem/evidencia/arquidiocesedefortaleza.org.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
sistemalift1.com.br;corp;b7;Rotulagem/evidencia/sistemalift1.com.br.txt;;;;;;;;;;;;;;INDISPONIVEL;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
ezectech.com.br;corp;b7;Rotulagem/evidencia/ezectech.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
nalisa.com.br;corp;b7;Rotulagem/evidencia/nalisa.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
boadiversao.com.br;corp;b7;Rotulagem/evidencia/boadiversao.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
monitormercantil.com.br;corp;b7;Rotulagem/evidencia/monitormercantil.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
casadascercas.com.br;corp;b7;Rotulagem/evidencia/casadascercas.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
alpinestarsbr.com.br;corp;b7;Rotulagem/evidencia/alpinestarsbr.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
radiomaanaim.com.br;corp;b7;Rotulagem/evidencia/radiomaanaim.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
esferaconstrucaoereforma.com.br;corp;b7;Rotulagem/evidencia/esferaconstrucaoereforma.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
mediservice.com.br;corp;b7;Rotulagem/evidencia/mediservice.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
paymee.com.br;corp;b7;Rotulagem/evidencia/paymee.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
predize.com.br;corp;b7;Rotulagem/evidencia/predize.com.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
appunimedvsf.com.br;corp;b7;Rotulagem/evidencia/appunimedvsf.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
redacaonline.com.br;corp;b7;Rotulagem/evidencia/redacaonline.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
ibpt.org.br;corp;b7;Rotulagem/evidencia/ibpt.org.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
communicare.com.br;corp;b7;Rotulagem/evidencia/communicare.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
sisdanca.com.br;corp;b7;Rotulagem/evidencia/sisdanca.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
viajarbarato.com.br;corp;b7;Rotulagem/evidencia/viajarbarato.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
kouda.com.br;corp;b7;(gerar) kouda.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
getdemo.com.br;corp;b7;(gerar) getdemo.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
americanas.com.br;corp;b7;(gerar) americanas.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
fmcsv.org.br;corp;b7;(gerar) fmcsv.org.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
brde.com.br;corp;b7;(gerar) brde.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
consorciokawasakibrasil.com.br;corp;b7;(gerar) consorciokawasakibrasil.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
qualidoc.com.br;corp;b7;(gerar) qualidoc.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
fipe.org.br;corp;b7;(gerar) fipe.org.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
trackjob.com.br;corp;b7;(gerar) trackjob.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
zeroduvidas.com.br;corp;b7;(gerar) zeroduvidas.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
alfaunipac.com.br;corp;b7;(gerar) alfaunipac.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
vakinha.com.br;corp;b7;(gerar) vakinha.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
brasscom.org.br;corp;b7;(gerar) brasscom.org.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
futsalrj.com.br;corp;b7;(gerar) futsalrj.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
stella.com.br;corp;b7;(gerar) stella.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
harem69.com.br;corp;b7;(gerar) harem69.com.br.txt;;;;;;;;;;;;;;INCERTO;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
aprendebrasil.com.br;corp;b7;(gerar) aprendebrasil.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
restaurantevinarium.com.br;corp;b7;(gerar) restaurantevinarium.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
favaretoleiloes.com.br;corp;b7;(gerar) favaretoleiloes.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
lingovideo.com.br;corp;b7;(gerar) lingovideo.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
liquidostore.com.br;corp;b7;(gerar) liquidostore.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
sdparking.com.br;corp;b7;(gerar) sdparking.com.br.txt;;;;;;;;;;;;;;INDISPONIVEL;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
smartlayer.net.br;corp;b7;(gerar) smartlayer.net.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
pauapique.com.br;corp;b7;(gerar) pauapique.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
paketa.com.br;corp;b7;(gerar) paketa.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
freemeteo.com.br;corp;b7;(gerar) freemeteo.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
sicdigital.com.br;corp;b7;(gerar) sicdigital.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
uniaoquimica.com.br;corp;recollect;(gerar) uniaoquimica.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
diariodolitoral.com.br;corp;b7;(gerar) diariodolitoral.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
bellaenxovais.com.br;corp;b7;(gerar) bellaenxovais.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
uffs.edu.br;corp;b7;(gerar) uffs.edu.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
damie.com.br;corp;b7;(gerar) damie.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
datanetlink.com.br;corp;b7;(gerar) datanetlink.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
knnidiomas.com.br;corp;b7;(gerar) knnidiomas.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
vhita.com.br;corp;b7;(gerar) vhita.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
unicuritiba.edu.br;corp;b7;(gerar) unicuritiba.edu.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
biglinux.com.br;corp;b7;(gerar) biglinux.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
unicesumar.edu.br;corp;b7;(gerar) unicesumar.edu.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
primaxonline.com.br;corp;recollect;(gerar) primaxonline.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
appvendasplus.com.br;corp;b7;(gerar) appvendasplus.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
conexaoincriveis.com.br;corp;b7;(gerar) conexaoincriveis.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
suvinil.com.br;corp;b7;(gerar) suvinil.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
mangasbrasuka.com.br;corp;b7;(gerar) mangasbrasuka.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
meuollie.com.br;corp;b7;(gerar) meuollie.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
topview.com.br;corp;b7;(gerar) topview.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
jbcred.com.br;corp;recollect;(gerar) jbcred.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
datastone.com.br;corp;b7;(gerar) datastone.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
mc1.com.br;corp;recollect;(gerar) mc1.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
unimedmaceio.com.br;corp;b7;(gerar) unimedmaceio.com.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
rollingstone.com.br;corp;b7;(gerar) rollingstone.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
fabrispuma.com.br;corp;b7;(gerar) fabrispuma.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
domhelder.edu.br;corp;b7;(gerar) domhelder.edu.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
icbsena.com.br;corp;b7;(gerar) icbsena.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
farmabase.com.br;corp;b7;(gerar) farmabase.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
yelumseguros.com.br;corp;b7;(gerar) yelumseguros.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
mailworld.com.br;corp;b7;(gerar) mailworld.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
gruppy.com.br;corp;b7;(gerar) gruppy.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
tumelero.com.br;corp;b7;(gerar) tumelero.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
broto.com.br;corp;b7;(gerar) broto.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
asvezestem.com.br;corp;b7;(gerar) asvezestem.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
ifsp.edu.br;corp;b7;(gerar) ifsp.edu.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
sistemapoliedro.com.br;corp;b7;(gerar) sistemapoliedro.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
elojob.com.br;corp;b7;(gerar) elojob.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
danielgarcialeiloes.com.br;corp;b7;(gerar) danielgarcialeiloes.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
uninorte.com.br;corp;b7;(gerar) uninorte.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
temconsignado.com.br;corp;b7;(gerar) temconsignado.com.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
netbiostele.com.br;corp;b7;(gerar) netbiostele.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
bnews.com.br;corp;b7;(gerar) bnews.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
hondaposvenda.com.br;corp;b7;(gerar) hondaposvenda.com.br.txt;;;;;;;;;;;;;;INDISPONIVEL;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
dcmais.com.br;corp;b7;(gerar) dcmais.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
masternetrs.com.br;corp;b7;(gerar) masternetrs.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
esportelandia.com.br;corp;b7;(gerar) esportelandia.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
kickante.com.br;corp;b7;(gerar) kickante.com.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
farmagerty.com.br;corp;b7;(gerar) farmagerty.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
zuq.com.br;corp;b7;(gerar) zuq.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
hdmix.com.br;corp;b7;(gerar) hdmix.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
t4stecnologia.com.br;corp;b7;(gerar) t4stecnologia.com.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
phbsolar.com.br;corp;b7;(gerar) phbsolar.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
seiziguitars.com.br;corp;b7;(gerar) seiziguitars.com.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
safeweb.com.br;corp;b7;(gerar) safeweb.com.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
inss.gov.br;gov;recollect;(gerar) inss.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
tce.sp.gov.br;gov;b7;(gerar) tce.sp.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
gdfnet.df.gov.br;gov;b7;(gerar) gdfnet.df.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
dourados.ms.gov.br;gov;b7;(gerar) dourados.ms.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
marica.rj.gov.br;gov;b7;(gerar) marica.rj.gov.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
cbtu.gov.br;gov;recollect;(gerar) cbtu.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
bertioga.sp.gov.br;gov;b7;(gerar) bertioga.sp.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
artesp.sp.gov.br;gov;b7;(gerar) artesp.sp.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
trilhasdefuturo.mg.gov.br;gov;recollect;(gerar) trilhasdefuturo.mg.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
pge.rn.gov.br;gov;recollect;(gerar) pge.rn.gov.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
assistenciasocial.se.gov.br;gov;b7;(gerar) assistenciasocial.se.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
riobonito.rj.gov.br;gov;b7;(gerar) riobonito.rj.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
pousoalegre.mg.gov.br;gov;b7;(gerar) pousoalegre.mg.gov.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
itaborai.rj.gov.br;gov;b7;(gerar) itaborai.rj.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
bombeiros.to.gov.br;gov;b7;(gerar) bombeiros.to.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
jornalminasgerais.mg.gov.br;gov;b7;(gerar) jornalminasgerais.mg.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
vlibras.gov.br;gov;b7;(gerar) vlibras.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
pjf.mg.gov.br;gov;b7;(gerar) pjf.mg.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
sei.rj.gov.br;gov;b7;(gerar) sei.rj.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
presidencia.gov.br;gov;b7;(gerar) presidencia.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
pmpr.pr.gov.br;gov;b7;(gerar) pmpr.pr.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
iti.gov.br;gov;b7;(gerar) iti.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
dioe.pr.gov.br;gov;recollect;(gerar) dioe.pr.gov.br.txt;;;;;;;;;;;;;;INDISPONIVEL;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
mogidascruzes.sp.gov.br;gov;b7;(gerar) mogidascruzes.sp.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
valinhos.sp.gov.br;gov;b7;(gerar) valinhos.sp.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
piauilink.pi.gov.br;gov;b7;(gerar) piauilink.pi.gov.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
araruama.rj.gov.br;gov;b7;(gerar) araruama.rj.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
vreredesim.sp.gov.br;gov;b7;(gerar) vreredesim.sp.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
itapevi.sp.gov.br;gov;b7;(gerar) itapevi.sp.gov.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
fala.sp.gov.br;gov;b7;(gerar) fala.sp.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
braganca.sp.gov.br;gov;b7;(gerar) braganca.sp.gov.br.txt;;;;;;;;;;;;;;FALSE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
saogoncalo.rn.gov.br;gov;b7;(gerar) saogoncalo.rn.gov.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
goiania.go.gov.br;gov;b7;(gerar) goiania.go.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
tcu.gov.br;gov;gov_supp;(gerar) tcu.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
cdhu.sp.gov.br;gov;gov_supp;(gerar) cdhu.sp.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
www.sc.gov.br;gov;gov_supp;(gerar) www.sc.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
educacao.go.gov.br;gov;gov_supp;(gerar) educacao.go.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
sefaz.rs.gov.br;gov;gov_supp;(gerar) sefaz.rs.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
cgu.gov.br;gov;gov_supp;(gerar) cgu.gov.br.txt;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
sigeduc.rn.gov.br;gov;gov_supp;(gerar) sigeduc.rn.gov.br.txt;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;
