site_id;estrato;status;campo;ancorado;chars_citacao;chars_evidencia;citacao
glam.com.br;corp;text;direitos_evid;SIM;344;184703;Isso inclui: confirmação sobre a existência de tratamento, acesso aos seus dados pessoais, correção e atualização, solicitação de anonimização, bloqueio ou elim
glam.com.br;corp;text;transf_evid;SIM;725;184703;TRANSFERÊNCIA INTERNACIONAL DE SEUS DADOS PESSOAIS: Sim. Embora a B4A possua sua sede no Brasil, os nossos produtos, negócios, serviços e experiências sejam des
gobrax.com.br;corp;text;finalidade_evid;SIM;259;17573;Nós utilizamos as informações coletadas para propósitos específicos que incluem o fornecimento de serviços, agilidade na comunicação e divulgação de eventos e p
gobrax.com.br;corp;text;direitos_evid;SIM;180;17573;Você pode sempre solicitar a confirmação de tratamento dos seus dados, a correção ou remoção/eliminação de seus dados e informações pessoais, relatar eventual u
gobrax.com.br;corp;text;transf_evid;SIM;131;17573;Além disso, a hospedagem do site e ferramentas ocorre em data centers fora do Brasil, com fornecedores mundiais deste tipo de serviço.
gocache.com.br;corp;text;canal_evid;SIM;137;51166;você pode entrar em contato conosco pelos nossos canais de atendimento ou contatar o nosso encarregado (DPO) pelo e-mail dpo@gocache.com.br.
gocache.com.br;corp;text;finalidade_evid;SIM;446;51166;"A coleta de dados na GoCache é realizada com os seguintes objetivos: (i) autenticar o acesso de seus Usuários; (ii) buscar a segurança dos serviços oferecidos e"
gocache.com.br;corp;text;transf_evid;SIM;178;51166;Transferência internacional de dados Você concorda que a GoCache pode transferir para o exterior os dados e informações fornecidos por você para realizar a pres
goodyear.com.br;corp;text;canal_evid;SIM;107;107117;Para exercer os direitos acima, envie um e-mail para privacidade@goodyear.com ou privacy_office@goodyear.com .
goodyear.com.br;corp;text;finalidade_evid;SIM;530;107117;"rocessamos as IPI para: realizar vendas e atividades de aprovisionamento relativamente aos nossos produtos e serviços; comercializar os nossos produtos e serviç"
goodyear.com.br;corp;text;direitos_evid;SIM;628;107117;Seus Direitos Você tem o direito de confirmar a existência de tratamento de suas IPI e acesso às suas IPI tratadas pela Goodyear ao abrigo da presente Política.
goodyear.com.br;corp;text;transf_evid;SIM;138;107117;Transferências para fora do Brasil As IPI transferidas dentro ou para fora da Goodyear também podem ser tratadas em um país fora do Brasil.
goomer.com.br;corp;text;canal_evid;SIM;181;111090;O Usuário poderá solicitar, por meio do canal: meusdados@goomer.com.br , à Goomer que as informações referidas nestes T&C sejam excluídas, por meio da solicitaç
goomer.com.br;corp;text;direitos_evid;SIM;181;111090;O Usuário poderá solicitar, por meio do canal: meusdados@goomer.com.br , à Goomer que as informações referidas nestes T&C sejam excluídas, por meio da solicitaç
hachi8.com.br;corp;text;canal_evid;SIM;210;28501;Os usuários poderão exercer os direitos de acesso, cancelamento, retificação e oposição, bem como o direito de obterem informações contatando a Hachi8 pelo emai
hachi8.com.br;corp;text;direitos_evid;SIM;210;28501;Os usuários poderão exercer os direitos de acesso, cancelamento, retificação e oposição, bem como o direito de obterem informações contatando a Hachi8 pelo emai
hcpneus.com.br;corp;text;canal_evid;SIM;190;23287;O usuário pode alterar e/ou excluir de seus dados a qualquer momento acessando a área do cliente no menu “Meu Cadastro”, ou solicitar essas alterações enviando 
hcpneus.com.br;corp;text;direitos_evid;SIM;190;23287;O usuário pode alterar e/ou excluir de seus dados a qualquer momento acessando a área do cliente no menu “Meu Cadastro”, ou solicitar essas alterações enviando 
iclin.med.br;corp;text;finalidade_evid;SIM;215;6226;dados pessoais com os seguintes fins: - Elaborar prontuários, laudos de exames, relatórios, atestados e outros documentos médicos e de saúde que se fizerem nece
ideau.com.br;corp;text;finalidade_evid;SIM;124;21294;Tais dados, serão utilizados no envio de malas diretas, divulgando notícias, ou qualquer informação relacionada a nossa empresa.
info-bras.net.br;corp;text;finalidade_evid;SIM;173;12051;Comercial: personalização de conteúdo e subsídio à plataforma para melhoria da qualidade. Dados de cadastro: permitir o acesso do usuário a determinados conteúd
info-bras.net.br;corp;text;direitos_evid;SIM;146;12051;O usuário tem direito de retirar o seu consentimento a qualquer tempo, para tanto deve entrar em contato através de nossa Central de Relacionamento
iob.com.br;corp;text;canal_evid;SIM;185;24823;Caso queira alguma informação adicional ou tenha algum problema relacionado aos seus dados pessoais, você pode entrar em contato com o DPO da IOB através do e-m
iob.com.br;corp;text;direitos_evid;SIM;557;24823;Correção Você pode solicitar a correção de alguma informação sua e manter seus dados sempre atualizados. Direito de acesso Veja quais dos seus dados temos aqui 
irmaosdotados.com.br;corp;text;finalidade_evid;SIM;212;10625;3.1 O tratamento dos dados pessoais tem por finalidade viabilizar a execução do contrato firmado com o usuário, permitir o processamento de pagamentos e repasse
irmaosdotados.com.br;corp;text;direitos_evid;SIM;276;10625;7.1 O titular dos dados poderá, a qualquer tempo e mediante requisição, solicitar confirmação da existência de tratamento, acesso aos dados, correção de informa
kiaga.com.br;corp;text;finalidade_evid;SIM;217;38975;Essas informações são fundamentais para que seu pedido chegue em segurança até você, com elas sabemos onde entregar seus produtos, podemos te enviar informações
labmm.com.br;corp;text;canal_evid;SIM;215;27606;Solicite os seus direitos Por meio deste formulário, você pode exercer seus direitos como titular de dados pessoais, conforme o art. 18 da Lei Geral de Proteção
labmm.com.br;corp;text;finalidade_evid;SIM;263;27606;Os dados que coletamos são necessários para, por exemplo, efetuar um adequado enquadramento dos padrões de referência dos exames que você realiza (dados como a 
labmm.com.br;corp;text;direitos_evid;SIM;290;27606;A portabilidade dos dados é um direito assegurado pela Lei Geral de Proteção de Dados, contudo, cumpre informar que a transferência dos seus dados para outro pr
legisweb.com.br;corp;text;finalidade_evid;SIM;396;19291;Ao coletar os dados de navegação no nosso site podemos utilizá-los para: Análise de tráfego e audiência: Para entender o comportamento de navegação e melhorar a
legisweb.com.br;corp;text;direitos_evid;SIM;517;19291;Direitos do Usuário (LGPD) De acordo com a LGPD, o usuário tem o direito de solicitar à Legisweb, a qualquer momento: A confirmação da existência de tratamento 
losango.com.br;corp;text;canal_evid;SIM;226;38577;"Você poderá exercer os seus direitos com relação ao tratamento dos seus dados 
pessoais, a partir do autosserviço, por meio do Site Losango, no seguinte caminho"
losango.com.br;corp;text;finalidade_evid;SIM;164;38577;"Para que possamos efetivar seu cadastro na área logada, validar sua identidade e 
prevenir fraudes, bem como atender as solicitações via formulários em ambiente"
mailinbox.com.br;corp;text;canal_evid;SIM;262;8723;Em atendimento a todos preceitos legais estabelecidos pela LGPD, caso você tenha interesse em não mais fazer parte do nosso banco de dados, basta solicitar a ex
mailinbox.com.br;corp;text;finalidade_evid;SIM;181;8723;"(i) Fornecer Serviços a você: através de envio de mensagens, e-mails, ou campanhas de marketing; (ii) Nos comunicar com você: para falar de nossas novidades, pa"
mailinbox.com.br;corp;text;direitos_evid;SIM;71;8723;basta solicitar a exclusão ou edição de seu cadastro a qualquer momento
mapeia.com.br;corp;text;canal_evid;SIM;97;6961;O encarregado de dados da Rover pode ser contatado pelo seguinte e-mail: privacidade@mapeia.com.br
mapeia.com.br;corp;text;finalidade_evid;SIM;472;6961;Os dados são usados de forma agregada para monitorar o uso do site, por meio de estatísticas como: Páginas visitadas Duração das visitas Datas e horários de ace
mapeia.com.br;corp;text;direitos_evid;SIM;172;6961;"Para solicitar o acesso aos dados associados à sua utilização do site, ou solicitar a sua eliminação, envie
 um e-mail para o encarregado de dados em: privacida"
mestresmisticos.com.br;corp;text;finalidade_evid;SIM;106;28809;Esses dados serão utilizados para identificar, garantir a segurança ou contatar o usuário quando necessário.
mestresmisticos.com.br;corp;text;direitos_evid;SIM;402;28809;Acesso e Modificação dos dados pessoais O usuário pode modificar os seus dados diretamente no site Mestres Místicos ou entrando em contato com o SAC (seja por e
meumoveldemadeira.com.br;corp;text;canal_evid;SIM;366;48563;FALE CONOSCO Sempre que você tiver alguma dúvida sobre esta Política de Privacidade, mesmo após sua leitura, ou precisar interagir conosco sobre assuntos envolv
meumoveldemadeira.com.br;corp;text;finalidade_evid;SIM;179;48563;as informações coletadas serão utilizadas para melhorar a prestação de serviços oferecidos pela Meu Móvel de Madeira, a fim de tornar a sua experiência de naveg
meumoveldemadeira.com.br;corp;text;direitos_evid;SIM;584;48563;A transparência sobre o tratamento dos seus dados pessoais é prioridade para a Meu Móvel de Madeira. Além das informações disponibilizadas nesta Política de Pri
meumoveldemadeira.com.br;corp;text;transf_evid;SIM;392;48563;SOBRE TRANSFERÊNCIA INTERNACIONAL DE DADOS PESSOAIS Alguns de seus dados pessoais poderão ser transferidos para outros países, por exemplo, quando utilizarmos s
moto.com.br;corp;text;canal_evid;SIM;1683;37124;8.2. Caso seja necessário, você poderá entrar em contato conosco ao canal indicado ao final desta Política de Privacidade para o exercício dos direitos previsto
moto.com.br;corp;text;finalidade_evid;SIM;539;37124;5.1. Execução de Contrato: O MOTO.com.br poderá Trata Dados Pessoais com base na execução de contrato para fins de: (a) Contato com os Usuários que preencheram 
moto.com.br;corp;text;direitos_evid;SIM;765;37124;8. DIREITO DOS TITULARES: 8.1. Ao utilizar o Site e/ou Aplicativo e fornecer os seus Dados Pessoais ao MOTO.com.br, o MOTO.com.br assegurará os direitos previst
moto.com.br;corp;text;transf_evid;SIM;389;37124;7. TRANSFERÊNCIA INTERNACIONAL DE DADOS PESSOAIS: 7.1. O MOTO.com.br poderá transferir os seus Dados Pessoais para servidores localizados fora do Brasil, para f
mppr.mp.br;corp;text;finalidade_evid;SIM;184;50535;Cookies relacionados ao login Utilizamos cookies quando você está logado, para que possamos lembrar dessa ação. Isso evita que você precise fazer login sempre q
newgrouptelecom.com.br;corp;text;finalidade_evid;SIM;422;8506;Melhorias da plataforma: compreender como o usuário utiliza os serviços da plataforma, para ajudar no desenvolvimento de negócios e técnicas. Comercial: os dado
newgrouptelecom.com.br;corp;text;direitos_evid;SIM;325;8506;manifesta conhecer e pode exercitar seus direitos de cancelar seu cadastro, acessar e atualizar seus dados pessoais e garante a veracidade das informações por e
nipotech.com.br;corp;text;finalidade_evid;SIM;221;9672;Nós usaremos suas Informações para responder às suas perguntas, e de vez em quando, nós podemos recorrer as suas informações para entender melhor suas necessida
nuvemshop.com.br;corp;text;canal_evid;SIM;534;56562;Encarregado do tratamento dos Dados Pessoais 14.1 Se você tiver qualquer dúvida, comentário ou solicitação em relação ao tratamento de Dados Pessoais realizado 
nuvemshop.com.br;corp;text;finalidade_evid;SIM;265;56562;"Para cobrar e faturar os valores previstos nos serviços por você contratados; (ii) Para confirmar ou corrigir as informações que temos sobre você; (iii) Para en"
nuvemshop.com.br;corp;text;direitos_evid;SIM;333;56562;"Você pode, a qualquer momento, requerer à Nuvemshop: (i) confirmação de que seus Dados Pessoais estão sendo tratados; (ii) acesso aos seus Dados Pessoais; (iii)"
nuvemshop.com.br;corp;text;transf_evid;SIM;593;56562;6. Transferências internacionais de Dados 6.1 Dados Pessoais e informações de outras naturezas coletadas pela Nuvemshop podem ser transferidos ou acessados por 
odontoexcellence.com.br;corp;text;canal_evid;SIM;117;7783;5 Contato Para solicitações relacionadas à privacidade, entre em contato pelos canais disponíveis no site. Fale Conosco
odontoexcellence.com.br;corp;text;finalidade_evid;SIM;109;7783;Finalidades Usamos os dados para atendimento, agendamento, retorno de contato, melhoria da experiência, segurança
odontoexcellence.com.br;corp;text;direitos_evid;SIM;148;7783;eus direitos Você pode solicitar confirmação de tratamento, acesso, correção, exclusão, portabilidade e outras medidas previstas na legislação aplicável.
ofertasmaiscupons.com.br;corp;text;finalidade_evid;SIM;146;15441;"Exibir promoções, ofertas e cupons relevantes; Aprimorar a experiência e o funcionamento do site; Realizar análises estatísticas e métricas de acesso;"
ofertasmaiscupons.com.br;corp;text;direitos_evid;SIM;345;15441;Direitos do Usuário (LGPD e legislações aplicáveis) O usuário pode ter, conforme a legislação vigente, os seguintes direitos: Confirmar a existência de tratamen
ohanakameala.com.br;corp;text;canal_evid;SIM;123;49127;ocê pode entrar em contato com o nosso Encarregado pelo Tratamento dos Dados Pessoais pelo e-mail: ohanakameala.ok@gmail.com
ohanakameala.com.br;corp;text;finalidade_evid;SIM;187;49127;As informações coletadas pela OHANA KAMEALA têm como finalidade o estabelecimento de vínculo contratual ou a gestão, administração, prestação, ampliação e melho
ohanakameala.com.br;corp;text;direitos_evid;SIM;149;49127;"nos seguintes direitos: (i) confirmação da existência de tratamento; (ii) o acesso aos dados; (iii) a correção de dados incompletos, inexatos ou desatualizados;"
ole.net.br;corp;text;canal_evid;SIM;120;10516;envie mensagem para a Encarregada de Proteção de Dados Pessoais, Sra. Viviane Elisa Vasquez, no e-mail ouvidoria@ole.net.br
ole.net.br;corp;text;finalidade_evid;SIM;170;10516;Os dados coletados nesta página servem para a finalidade deste programa, sendo utilizados exclusivamente o nome e o e-mail dos participantes, permitindo o conta
opovo.com.br;corp;text;finalidade_evid;SIM;171;38837;A informações compartilhadas com O POVO têm como finalidade a gestão, administração, prestação, ampliação e melhoramento do site e dos serviços prestados por es
oprimorico.com.br;corp;sem_politica;canal_evid;NAO;34;10449;https://privacy.oprimorico.com.br/_f/
parisfilmes.com.br;corp;text;canal_evid;SIM;112;23294;você pode entrar em contato conosco, através dos seguintes contatos: privacidade@parisfilmes.com.br e (11) 3879-9799.
parisfilmes.com.br;corp;text;finalidade_evid;SIM;391;23294;Utilizamos anúncios para compensar os custos de funcionamento deste site e fornecer financiamento para futuros desenvolvimentos. Os cookies de publicidade compo
parisfilmes.com.br;corp;text;direitos_evid;SIM;193;23294;Exercício dos direitos Caso tenha dúvidas sobre esta Política de Privacidade, sobre os dados pessoais que tratamos e para exercer os direitos sobre seus dados, 
pcd.com.br;corp;text;canal_evid;SIM;108;221230;ncarregado de Dados Atilio Augusto Segantin Braga E-mail: privacidade@pcd.com.br Telefone: +55 (41) 9 9735 4482 5
pcd.com.br;corp;text;finalidade_evid;SIM;274;221230;"Permitir acesso e utilização de todas as funcionalidades
 do site e da PCD Online Plataforma; ● Enviar mensagens a respeito de suporte ou serviço, como
 alertas"
pcd.com.br;corp;text;direitos_evid;SIM;401;221230;"• Acesso: O titular dos dados tem direito a requerer o
 acesso aos dados pessoais tratados pela PCD Online e que lhe digam respeito. • Retificação: Caso sejam d"
pcd.com.br;corp;text;transf_evid;SIM;238;221230;"Proteção de seus dados pessoais durante transferências internacionais Para os fins determinados nesta Política de Privacidade, poderemos transferir seus dados
 "
pedidook.com.br;corp;text;canal_evid;SIM;99;19536;"ontate nosso
 Encarregado de Proteção de Dados (DPO) em dpo@pedidook.com.br ou contato@pedidook.com.br"
pedidook.com.br;corp;text;finalidade_evid;SIM;205;19536;Usamos seus dados apenas para: Permitir o acesso ao PedidoOK (autenticação). Oferecer suporte técnico, se solicitado (ex.: via WhatsApp, caso fornecido). Emitir
pedidook.com.br;corp;text;direitos_evid;SIM;201;19536;Como titular de dados, você pode: Confirmar se tratamos seus dados. Acessar, corrigir ou excluir seus dados. Solicitar portabilidade ou revogar o consentimento.
pedidook.com.br;corp;text;transf_evid;SIM;268;19536;"Com quem compartilhamos seus dados? Não vendemos nem compartilhamos seus dados para fins comerciais. Eles são compartilhados
 apenas
 com: Amazon Web Services ("
pedoimoveis.com.br;corp;text;canal_evid;SIM;115;13362;ocê também poderá entrar em contato a qualquer momento com nosso time de Privacidade. E-mail: lgpd@pedoimoveis.com.br
pedoimoveis.com.br;corp;text;finalidade_evid;SIM;139;13362;Usamos essas informações para responder à sua consulta, incluindo o fornecimento de informações solicitadas sobre nossos produtos e serviços.
pedoimoveis.com.br;corp;text;direitos_evid;SIM;355;13362;Seus direitos como titular de dados Por lei, você pode nos perguntar quais são as informações que temos sobre você, e você pode nos pedir para corrigi-las se el
plural.jor.br;corp;text;finalidade_evid;SIM;190;25182;Esta função é geralmente utilizada para geotargeting (mostrar publicidade de Lisboa apenas aos leitores oriundos de Lisboa por ex.) ou apresentar publicidade di
pravaler.com.br;corp;text;canal_evid;SIM;174;33188;, por favor, entre em contato com a nossa Encarregada, Monica Maia Ribeiro, por meio de envio de formulário de solicitação dos Titulares ou pelo e-mail privacid
pravaler.com.br;corp;text;finalidade_evid;SIM;512;33188;As finalidades para as quais tratamos seus dados são: a. Identificá-los adequadamente na plataforma do Pravaler: e assim possibilitar a navegação do Aluno ou Ga
pravaler.com.br;corp;text;direitos_evid;SIM;185;33188;Confirmação da existência de tratamento: garante ao Titular a confirmação de que estamos Tratando de seus Dados Pessoais. • Acesso aos Dados Pessoais: garante a
pravaler.com.br;corp;text;transf_evid;SIM;212;33188;"Pravaler conta com o auxílio de empresas como AWS (Amazon Web Services), Google, Azure e outras, hipóteses em que fazemos transferência internacional dos Dados;"
primeirainfanciaemdados.org.br;corp;text;canal_evid;SIM;199;19292;essoa Usuária pretenda exercer quaisquer dos direitos elencados acima, deverá entrar em contato com a pessoa Encarregada pelo Tratamento de Dados Pessoais da Fu
primeirainfanciaemdados.org.br;corp;text;finalidade_evid;SIM;224;19292;"Dados de identificação geral e canais de contato: para informações e promoção acerca de nossas atividades; inscrição em nossa newsletter; realização de download"
primeirainfanciaemdados.org.br;corp;text;direitos_evid;SIM;216;19292;"Usuária possui os seguintes direitos previstos na LGPD: Confirmar a existência de tratamento de seus dados pessoais; Acessar os dados tratados pela Fundação/NCP"
primeirainfanciaemdados.org.br;corp;text;transf_evid;SIM;336;19292;Transferência internacional de dados Os seus dados pessoais poderão ser objeto de transferência internacional em determinadas situações, como, por exemplo, para
realoficial.com.br;corp;text;canal_evid;SIM;187;27524;ontato Para exercer seus direitos ou esclarecer dúvidas: E-mail: antonio@realoficial.com.br Encarregado de Proteção de Dados (DPO): Antônio Guimarães Prazo de r
realoficial.com.br;corp;text;finalidade_evid;SIM;298;27524;Disponibilização de ofertas personalizadas Processamento de interações com ofertas Envio de notificações sobre promoções Aprimoramento do Serviço : Análise de p
realoficial.com.br;corp;text;direitos_evid;SIM;314;27524;seguintes direitos: Confirmação e Acesso : Saber se tratamos seus dados e acessá-los. Correção : Solicitar a correção de dados incorretos ou desatualizados. Ano
realoficial.com.br;corp;text;transf_evid;SIM;174;27524;Transferência Internacional Alguns dados podem ser transferidos para outros países, sempre observando os requisitos legais aplicáveis e adotando medidas de segu
redesurftank.com.br;corp;text;canal_evid;SIM;163;57554;Contato Para dúvidas ou solicitações relacionadas a esta Política de Privacidade: E-mail: contato@redesurftank.com.br Suporte: https://redesurftank.com.br/conta
redesurftank.com.br;corp;text;finalidade_evid;SIM;429;57554;Finalidade do Tratamento Dado Finalidade Base Legal (LGPD) Nome, e-mail Criação e gerenciamento de conta Execução de contrato (Art. 7, V) Data de nascimento Ver
redesurftank.com.br;corp;text;direitos_evid;SIM;200;57554;você tem direito a: Confirmação da existência de tratamento de dados Acesso aos seus dados pessoais Correção de dados incompletos, inexatos ou desatualizados An
redesurftank.com.br;corp;text;transf_evid;SIM;187;57554;Transferência Internacional Seus dados podem ser processados por servidores localizados fora do Brasil apenas através dos serviços de terceiros mencionados (ope
relogioonline.com.br;corp;text;finalidade_evid;SIM;154;13104;"1. Electronic newsletters (Dispatches) We will offer a free electronic newsletter to users. CSG 
 gathers the email addresses of users who voluntarily subscribe"
rifapersonalizada.com.br;corp;text;finalidade_evid;SIM;319;33918;Os Dados Pessoais coletados são utilizados para as seguintes principais finalidades: Fornecer os serviços da Rifa Personalizada e/ou demais benefícios oferecido
riomarrecife.com.br;corp;text;canal_evid;SIM;242;77190;Encarregado de Dados (DPO)? Caso precise falar com o nosso Encarregado de Dados (DPO) Carlos Falcão, Você poderá em contato por meio do site LGPD | RioMar Recif
riomarrecife.com.br;corp;text;finalidade_evid;SIM;363;77190;"alguns Dados coletados por meio desse canal também poderão ser utilizados para as seguintes finalidades: (i)    Controle de acesso e segurança; (ii)    otimizar"
riomarrecife.com.br;corp;text;direitos_evid;SIM;233;77190;solicitar mais informações sobre o tratamento de Dados realizados na Plataforma, pedir uma cópia dos Dados Pessoais que foram coletados em razão da utilização d
riomarrecife.com.br;corp;text;transf_evid;SIM;302;77190;Para armazenamento dos Dados : os Dados serão catalogados em um banco de Dados que será armazenado em servidores de empresas especializadas em hospedagem, local
rosaazulkids.com.br;corp;text;canal_evid;SIM;132;57072;o usuário pode… exercer os direitos previstos na Lei… [pela] Central de Atendimento no contato@rosaazulkids.com.br e fazer a solicitação
rosaazulkids.com.br;corp;text;finalidade_evid;SIM;248;57072;Usamos as informações coletadas sobre você para uma variedade de propósitos de negócios, incluindo, por exemplo, entregar recompensas, responder às suas pergunt
rosaazulkids.com.br;corp;text;direitos_evid;SIM;344;57072;"você pode nos solicitar: a confirmação da existência do tratamento de seus dados; acesso aos dados que possuímos sobre você; correção de dados incompletos, inex"
rosaazulkids.com.br;corp;text;transf_evid;SIM;209;57072;Alguns de seus dados pessoais poderão ser transferidos para outros países, por exemplo, quando utilizarmos serviços computacionais em nuvem para processamento o
sabin.com.br;corp;text;canal_evid;SIM;217;44380;Encarregado de Dados: Edgard Gonçalves Moreira Encarregado de Dados Suplente: Welisom Ferreira Encarregado de Proteção de Dados: encarregado@sabin.com.br Equipe
sabin.com.br;corp;text;finalidade_evid;SIM;529;44380;Principais finalidades de tratamento dos seus dados: Prestação de serviços: Utilizamos seus dados para fornecer serviços de realização de exames de medicina dia
sabin.com.br;corp;text;direitos_evid;SIM;357;44380;Direitos dos titulares de dados – Art.18 da LGPD De acordo com o artigo 18 da LGPD, você possui os seguintes direitos em relação aos seus dados pessoais: Confir
sabin.com.br;corp;text;transf_evid;SIM;336;44380;É importante mencionar que, em determinadas circunstâncias, podemos realizar compartilhamentos internacionais de dados com fornecedores de serviços em nuvem par
segurospromo.com.br;corp;text;canal_evid;SIM;150;94278;O site disponibiliza, desde já, o e-mail dpo@amopromo.com para contato dos usuários com o encarregado, para atendimento de qualquer dúvida ou solicitação.
segurospromo.com.br;corp;text;finalidade_evid;SIM;320;94278;"Responder a eventuais dúvidas e solicitações do usuário; Efetuar a entrega de qualquer produto adquirido através do site, assim como a identificação do respecti"
segurospromo.com.br;corp;text;direitos_evid;SIM;366;94278;Direitos dos Usuários: 9.1. O usuário poderá, a qualquer momento, exercer seu direito, nos limites legais, assim definidos: i. Confirmação da existência de trat
sescmatogrosso.com.br;corp;text;canal_evid;SIM;246;18961;Nós temos um Portal de Privacidade e um Encarregado (Data Protection Officer – DPO) que está à disposição. DPO (Encarregado): Juliano da Silva Duarte Você pode 
sescmatogrosso.com.br;corp;text;finalidade_evid;SIM;232;18961;Para viabilizar a entrega dos serviços, o site ou outros meios operados, como por exemplo, o “Cartão Virtual”, podem solicitar a você alguns dados cadastrais, p
sescmatogrosso.com.br;corp;text;direitos_evid;SIM;148;18961;O Sesc/MT garante aos usuários a correção de dados pessoais incompletos, inexatos ou desatualizados, bem como a eliminação de dados pessoais possíveis,
seucreditodigital.com.br;corp;text;finalidade_evid;SIM;70;15682;Esses dados são usados para análises internas e melhorias de navegação.
shopemme.com.br;corp;text;canal_evid;SIM;227;13470;QUAIS OS SEUS DIREITOS SOBRE SEUS DADOS Você pode solicitar quaisquer informações pelo e-mail atendimento@shopemme.com.br, bem como acesso aos seus dados, inclu
shopemme.com.br;corp;text;direitos_evid;SIM;227;13470;QUAIS OS SEUS DIREITOS SOBRE SEUS DADOS Você pode solicitar quaisquer informações pelo e-mail atendimento@shopemme.com.br, bem como acesso aos seus dados, inclu
singularmedicamentos.com.br;corp;text;canal_evid;SIM;182;48425;Estes direitos poderão ser exercidos por intermédio do envio de requisição para o Encarregado de Proteção de Dados da SINGULAR , no endereço de e-mail: thais@si
singularmedicamentos.com.br;corp;text;finalidade_evid;SIM;350;48425;"Criar a conta e cadastros necessários para permitir a interação dos Usuários com o site/plataforma da SINGULAR ; 3.2.2. Verificar a identidade do Usuário e prev"
singularmedicamentos.com.br;corp;text;direitos_evid;SIM;411;48425;"nos seguintes direitos: 5.1. Confirmação da existência de tratamento por parte da SINGULAR ; 5.2. Correção de dados incompletos, inexatos ou desatualizados; 5.3"
soldiersnutrition.com.br;corp;text;finalidade_evid;SIM;167;57419;A Soldier Nutrition garante que utiliza os seus dados pessoais de endereçamento, pagamento e conteúdo do pedido, apenas para fins de processamento dos pedidos r
soldiersnutrition.com.br;corp;text;direitos_evid;SIM;431;57419;Você tem direito de solicitar à Soldiers Nutrition informações referentes ao tratamento de seus dados pessoais, por meio dos pedidos abaixo: I. Confirmação da e
sorasa.com.br;corp;text;finalidade_evid;SIM;285;12710;Lembramos que o endereço de e-mail informado no momento do cadastro será utilizado para envio de comunicados durante todo processo de compra, como, por exemplo,
sporti.com.br;corp;text;canal_evid;SIM;54;35999;Encarregado de Proteção de Dados (DPO): dpo@sporti.com.br
sporti.com.br;corp;text;finalidade_evid;SIM;383;35999;"3.3. Finalidade do tratamento dos dados pessoais 
Os dados pessoais são tratados para fornecer nossos produtos e serviços, realizar 
parcerias, projetos e event"
sporti.com.br;corp;text;direitos_evid;SIM;295;35999;"O titular de dados pessoais possui os seguintes direitos garantidos pela LGPD: 

 
•​
Confirmação e acesso: confirmar a existência de tratamento e acessar, de f"
stamp.com.br;corp;text;finalidade_evid;SIM;348;35488;"Como seus dados serão utilizados pela Stamp.com.br? ""Nome completo"", ""Pessoa Física ou Jurídica"" Estes dados são essenciais para que o comprador seja identifica"
telecine.com.br;corp;text;canal_evid;SIM;361;122577;Se você tiver qualquer dúvida ou questionamento sobre nosso Aviso de Privacidade ou sobre o tratamento dos seus Dados pela Globo , entre em contato conosco pelo
telecine.com.br;corp;text;finalidade_evid;SIM;239;122577;"Viabilizar a compra e entrega dos nossos produtos e conteúdos; Entregar conteúdo impresso e/ou digital; Processar o pagamento, no caso de você contratar um Serv"
telecine.com.br;corp;text;direitos_evid;SIM;409;122577;"Solicitar o acesso a seus Dados e/ou a confirmação da existência de tratamento de Dados; • Solicitar que retifiquemos quaisquer Dados imprecisos, incompletos e "
telecine.com.br;corp;text;transf_evid;SIM;191;122577;(iv) apoio ao desenvolvimento técnico dos Serviços. Nestas circunstâncias, seus Dados serão armazenados e tratados em plataformas de terceiros, que podem estar 
tigre.com.br;corp;text;canal_evid;SIM;431;57692;"guintes caminhos: Encarregado de Dados / Data Protection Officer: dpo@tigre.com; Link de contato: https://contatoseguro.com.br/pt/tigre/relato_introducao?type=p"
tigre.com.br;corp;text;direitos_evid;SIM;609;57692;No caso, os direitos aplicados aos titulares são: Direito Base Legal Confirmação do tratamento Toda base legal Acesso Toda base legal Recebimento de Cópia Integ
tigre.com.br;corp;text;transf_evid;SIM;457;57692;Devido ao Grupo Tigre possuir unidades em diversos países e continentes, no curso de nossas atividades corporativas, poderemos enviar seus dados pessoais para p
tjsp.jus.br;corp;text;canal_evid;SIM;104;71770;O Encarregado pelo Tratamento de Dados Pessoais está disponível pelo e-mail encarregado_lgpd@tjsp.jus.br .
tjsp.jus.br;corp;text;finalidade_evid;SIM;582;71770;"Os dados pessoais coletados se destinam às finalidades de estabelecer 
conexão técnica entre o computador do visitante e o computador dos sítios eletrônicos 
do"
touti.com.br;corp;text;finalidade_evid;SIM;150;11467;A Touti Cosmetics também pode utilizar os dados captados pelo site para enviar informações sobre os pedidos, avisos importantes, promoções e propagandas,
tradersbrasil.com.br;corp;text;finalidade_evid;SIM;356;27210;Os dados pessoais identificáveis tratados pelo TRADERS BRASIL tem como finalidade: Temos o objetivo, a realização de uma análise do perfil do Usuário, o TRADERS
tradersbrasil.com.br;corp;text;direitos_evid;SIM;423;27210;"o anonimato, bloqueio ou remoção de dados não necessários, exagerados ou em não conformidade com a LGPD (Lei Geral de Proteção de Dados); a extinção dos dados p"
tupan.com.br;corp;text;canal_evid;SIM;239;44522;"Se restar alguma dúvida sobre a nossa Política de Privacidade, entre em contato com a nossa DPO (Data
 Protection Officer), para exercer quaisquer direitos rela"
