site_id;estrato;origem;evidencia_arquivo;status;tem_canal_titular;forma:email_lgpd_controlador;forma:email_grupo_controlador;forma:email_generico_rotulado;forma:subpagina_canal_titular;forma:subpagina_encarregado;forma:telefone_encarregado;forma:formulario_direitos;forma:plataforma_externa_dsr;forma:outro;canal_incerto;finalidade;finalidade_incerto;direitos_titular;direitos_art18_I;direitos_art18_II;direitos_art18_III;direitos_art18_IV;direitos_art18_V;direitos_art18_VI;direitos_art18_VII;direitos_art18_VIII;direitos_art18_IX;direitos_count;direitos_incerto;transf_internacional;transf_subtipo;transf_art17_I;transf_art17_II;transf_art17_III;transf_art17_IV;transf_art17_V;transf_art17_VI;transf_count;transf_incerto;obs
inmedia.com.br;corp;b9;Rotulagem/evidencia_b9/inmedia.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;;;;;;;;0;nao;
invictusmanipulacao.com.br;corp;b9;Rotulagem/evidencia_b9/invictusmanipulacao.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Coleta bloqueada por anti-bot Executando verificação de segurança Este site utiliza um serviço de segurança para proteção contra bots maliciosos. Esta página é exibida enquanto o site verifica se você não é um bot.
iob.com.br;corp;b9;Rotulagem/evidencia_b9/iob.com.br.txt;text;1;1;;;1;;;;;;nao;0;sim;1;1;1;1;1;1;1;1;;1;8;nao;0;silencio;;;;;;;0;sim;A incerteza vem da subpagina https://iob.com.br/aviso-de-privacidade/ que não foi cloetada, e que tinha as informações sobre finalidade e transferência internacional
ipasgosaude.com.br;corp;b9;Rotulagem/evidencia_b9/ipasgosaude.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;A política estava um nível mais profundo. Era um pdf em https://portalgestao.ipasgosaude.com.br/upload/legislacao/politica-de-privacidade-e-protecao-de-dados-pessoais-do-ipasgo-saude.pdf
iplaza.com.br;corp;b9;Rotulagem/evidencia_b9/iplaza.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
irmaosdotados.com.br;corp;b9;Rotulagem/evidencia_b9/irmaosdotados.com.br.txt;text;0;;;;;;;;;;sim;1;sim;1;1;1;1;;;;1;;;4;sim;0;silencio;;;;;;;0;sim;A incerteza é porque não consegui acessar o texto da evidência na navegação ao vivo
jbytes.com.br;corp;b9;Rotulagem/evidencia_b9/jbytes.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
jjnetweb.com.br;corp;b9;Rotulagem/evidencia_b9/jjnetweb.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
jobijoba.com.br;corp;b9;Rotulagem/evidencia_b9/jobijoba.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O fetcher não capturou a subpagina https://www.jobijoba.com.br/politica-de-dados, que continha os dados que precisávamos
jonhdrop.com.br;corp;b9;Rotulagem/evidencia_b9/jonhdrop.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;O link para a política de privacidade no site leva para a própria homepage
jornaldacidadeonline.com.br;corp;b9;Rotulagem/evidencia_b9/jornaldacidadeonline.com.br.txt;text;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
kiaga.com.br;corp;b9;Rotulagem/evidencia_b9/kiaga.com.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
labmm.com.br;corp;b9;Rotulagem/evidencia_b9/labmm.com.br.txt;text;1;;;;;;;1;;;nao;1;nao;1;;;;1;1;1;;;;3;nao;0;silencio;;;;;;;0;sim;A incerteza é motivada pelo fetcher não ter coletado a política detalhada, através do link Avido de Privacidade do Grupo Fleury, que aponta para https://privacyportal.onetrust.com/policies/5b28020c-cb42-41dd-b61e-f2604109f516?context=eyJkc1BvcnRhbElkIjoiMGFjZGE4ODgtNDNlZS00OTdjLTk4MmQtMTExMmE2Y2ZhM2NkIn0%3D
lazzulijoias.com.br;corp;b9;Rotulagem/evidencia_b9/lazzulijoias.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Falha na captura da página e subpagina https://www.lazzulijoias.com.br/politica-privacidade/
legisweb.com.br;corp;b9;Rotulagem/evidencia_b9/legisweb.com.br.txt;text;0;;;;;;;;;;nao;1;nao;1;1;1;1;1;;;1;;1;6;nao;0;silencio;;;;;;;0;nao;
lindacasa.com.br;corp;b9;Rotulagem/evidencia_b9/lindacasa.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O fetcher não renderizou adequadamente a subpágina https://www.lindacasa.com.br/atendimento/politica-de-privacidade, talvez seja um iframe.
loginsiscon.com.br;corp;b9;Rotulagem/evidencia_b9/loginsiscon.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Não renderiza, e parece ser a página de login de uma aplicação
losango.com.br;corp;b9;Rotulagem/evidencia_b9/losango.com.br.txt;text;1;;;;;1;;1;;;nao;1;nao;0;;;;;;;;;;0;sim;0;silencio;;;;;;;0;sim;
mailinbox.com.br;corp;b9;Rotulagem/evidencia_b9/mailinbox.com.br.txt;text;1;;;1;;;;;;;sim;1;nao;1;;;1;1;;;;;;2;sim;0;silencio;;;;;;;0;nao;
maisesports.com.br;corp;b9;Rotulagem/evidencia_b9/maisesports.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
maisvagases.com.br;corp;b9;Rotulagem/evidencia_b9/maisvagases.com.br.txt;text;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
mapeia.com.br;corp;b9;Rotulagem/evidencia_b9/mapeia.com.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;;1;0;1;0;;;;;2;nao;0;silencio;;;;;;;0;nao;
megaflash.com.br;corp;b9;Rotulagem/evidencia_b9/megaflash.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O site é a página de login de um aplicativo
mestresmisticos.com.br;corp;b9;Rotulagem/evidencia_b9/mestresmisticos.com.br.txt;text;0;;;;;;;;;;nao;1;nao;1;;1;1;1;1;;;;;4;nao;0;silencio;;;;;;;0;nao;
meumoveldemadeira.com.br;corp;b9;Rotulagem/evidencia_b9/meumoveldemadeira.com.br.txt;text;1;;;1;;;;;;;sim;1;nao;1;1;1;1;1;;1;1;1;1;8;nao;1;transferencia;;;;;;;0;nao;
microxisto.com.br;corp;b9;Rotulagem/evidencia_b9/microxisto.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;A política estava em outro caminho https://microxisto.com.br/site/politica-de-privacidade.php
moto.com.br;corp;b9;Rotulagem/evidencia_b9/moto.com.br.txt;text;1;;;1;;;;;;;nao;1;nao;1;0;1;1;1;1;;;;1;5;nao;1;transferencia;;;;;;;0;nao;
mppr.mp.br;corp;b9;Rotulagem/evidencia_b9/mppr.mp.br.txt;text;0;;;;;;;;;;nao;1;sim;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;Sites .mp.br são sites do extrato gov.
mundorh.com.br;corp;b9;Rotulagem/evidencia_b9/mundorh.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
neggos.com.br;corp;b9;Rotulagem/evidencia_b9/neggos.com.br.txt;text;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
newgrouptelecom.com.br;corp;b9;Rotulagem/evidencia_b9/newgrouptelecom.com.br.txt;text;0;;;;;;;;;;nao;1;nao;1;;1;1;1;;;;;1;4;nao;0;silencio;;;;;;;0;nao;
nipotech.com.br;corp;b9;Rotulagem/evidencia_b9/nipotech.com.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
novolog.com.br;corp;b9;Rotulagem/evidencia_b9/novolog.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O site é a página de login de um aplicativo
nuvemshop.com.br;corp;b9;Rotulagem/evidencia_b9/nuvemshop.com.br.txt;text;1;1;;;;;;1;;;nao;1;nao;1;1;1;1;1;1;1;1;1;1;9;nao;1;transferencia;;;;;;;0;nao;
odontoexcellence.com.br;corp;b9;Rotulagem/evidencia_b9/odontoexcellence.com.br.txt;text;0;;;;;;;;;;sim;1;nao;1;1;1;1;1;1;;;;;5;nao;0;silencio;;;;;;;0;nao;
ofertasmaiscupons.com.br;corp;b9;Rotulagem/evidencia_b9/ofertasmaiscupons.com.br.txt;text;0;;;;;;;;;;nao;1;nao;1;1;1;1;1;1;;;;1;6;nao;0;silencio;;;;;;;0;nao;
ohanakameala.com.br;corp;b9;Rotulagem/evidencia_b9/ohanakameala.com.br.txt;text;1;;;1;;;;;;;nao;1;nao;1;1;1;1;1;1;1;1;1;1;9;nao;0;silencio;;;;;;;0;nao;
ole.net.br;corp;b9;Rotulagem/evidencia_b9/ole.net.br.txt;text;1;;;1;;;;;;;nao;1;nao;0;;;;;;;;;;0;sim;0;silencio;;;;;;;0;sim;Havia uma política de privacidade completa em pdf, que poderia ter sido acessada em https://framerusercontent.com/assets/zZc86Wb61Wro9FRnlBeM1Ph30.pdf
opovo.com.br;corp;b9;Rotulagem/evidencia_b9/opovo.com.br.txt;text;0;0;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
oprimorico.com.br;corp;b9;Rotulagem/evidencia_b9/oprimorico.com.br.txt;sem_politica;1;;;;;;;1;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
optjuntos.com.br;corp;b9;Rotulagem/evidencia_b9/optjuntos.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;A página não tem conteúdo nenhum
oresultado.com.br;corp;b9;Rotulagem/evidencia_b9/oresultado.com.br.txt;text;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
ortrossolucoes.com.br;corp;b9;Rotulagem/evidencia_b9/ortrossolucoes.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;A subpágina politica_privacidade.html que a evidência indica como vazia, tem todo o conteúdo da política. Falha de coleta
parisfilmes.com.br;corp;b9;Rotulagem/evidencia_b9/parisfilmes.com.br.txt;text;1;1;;;;;;;;1;nao;1;nao;0;;;;;;;;;;0;sim;0;silencio;;;;;;;0;nao;
pcd.com.br;corp;b9;Rotulagem/evidencia_b9/pcd.com.br.txt;text;1;1;;;;;;;;1;nao;1;nao;1;;1;1;1;1;1;;1;1;7;nao;1;transferencia;;;;;;;0;nao;
pedb.com.br;corp;b9;Rotulagem/evidencia_b9/pedb.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
pedidook.com.br;corp;b9;Rotulagem/evidencia_b9/pedidook.com.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;1;1;1;1;1;;1;;1;7;nao;1;transferencia;;;;;;;0;nao;
pedoimoveis.com.br;corp;b9;Rotulagem/evidencia_b9/pedoimoveis.com.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;1;;1;;1;;;;1;4;nao;0;silencio;;;;;;;0;nao;
pestsysspider.com.br;corp;b9;Rotulagem/evidencia_b9/pestsysspider.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;página com erro 404
plastserver.com.br;corp;b9;Rotulagem/evidencia_b9/plastserver.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;pãgina com erro 403
plural.jor.br;corp;b9;Rotulagem/evidencia_b9/plural.jor.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
pncq.org.br;corp;b9;Rotulagem/evidencia_b9/pncq.org.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;;;;;;;;0;nao;
pravaler.com.br;corp;b9;Rotulagem/evidencia_b9/pravaler.com.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;1;1;1;1;1;;1;;1;7;nao;1;transferencia;;;;;;;0;nao;
prazerlivre.com.br;corp;b9;Rotulagem/evidencia_b9/prazerlivre.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;DNS_PROBE_FINISHED_NXDOMAIN
primeirainfanciaemdados.org.br;corp;b9;Rotulagem/evidencia_b9/primeirainfanciaemdados.org.br.txt;text;1;;1;;;;;;;;nao;1;nao;1;1;1;1;1;1;1;1;1;1;9;nao;1;transferencia;;;;;;;0;nao;
radioculturafoz.com.br;corp;b9;Rotulagem/evidencia_b9/radioculturafoz.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
realoficial.com.br;corp;b9;Rotulagem/evidencia_b9/realoficial.com.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;1;1;1;1;1;1;1;;1;8;nao;1;transferencia;;;;;;;0;nao;
redesurftank.com.br;corp;b9;Rotulagem/evidencia_b9/redesurftank.com.br.txt;text;1;;0;1;;;;;;;nao;1;nao;1;1;1;1;1;1;1;1;;1;8;nao;1;transferencia;;;;;;;0;nao;
relogioonline.com.br;corp;b9;Rotulagem/evidencia_b9/relogioonline.com.br.txt;text;0;;;;;;;;;;nao;1;sim;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;AS evidências foram coletadas em inglês, mas o site disponibiliza a política em português
rifapersonalizada.com.br;corp;b9;Rotulagem/evidencia_b9/rifapersonalizada.com.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
riomarrecife.com.br;corp;b9;Rotulagem/evidencia_b9/riomarrecife.com.br.txt;text;1;;1;;;;;;;;nao;1;nao;1;;1;;;;;;;;1;nao;1;transferencia;;;;;;;0;nao;
rosaazulkids.com.br;corp;b9;Rotulagem/evidencia_b9/rosaazulkids.com.br.txt;text;1;;;1;;;;;;;nao;1;nao;1;1;1;1;1;1;1;1;1;1;9;nao;1;transferencia;;;;;;;0;nao;
sabin.com.br;corp;b9;Rotulagem/evidencia_b9/sabin.com.br.txt;text;1;1;;;;;;1;;;nao;1;nao;1;1;1;1;1;1;1;1;1;1;9;nao;1;transferencia;;;;;;;0;nao;
saviatendimento.com.br;corp;b9;Rotulagem/evidencia_b9/saviatendimento.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;página de login de aplicativo
savwinweb1.com.br;corp;b9;Rotulagem/evidencia_b9/savwinweb1.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;página com erro 404
sbgg.org.br;corp;b9;Rotulagem/evidencia_b9/sbgg.org.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;"A política está dentro de um iframe <iframe src=""https://docs.google.com/viewer?url=https://d1xe7tfg0uwul9.cloudfront.net/sbgg.org.br/wp-content/uploads/2024/08/SBGG_Termo_de_Consentimento_LGPD.pdf&amp;embedded=true"" style=""display: block; margin-left: auto; margin-right: auto; width: 780px; height: 1020px;"" frameborder=""1"" marginheight=""0px"" marginwidth=""0px"" allowfullscreen=""""></iframe>"
se77e.com.br;corp;b9;Rotulagem/evidencia_b9/se77e.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Cai na página do plesk, um hosting control panel
segurospromo.com.br;corp;b9;Rotulagem/evidencia_b9/segurospromo.com.br.txt;text;1;;1;;;;;;;;nao;1;nao;1;1;1;1;1;1;1;1;1;1;9;nao;0;silencio;;;;;;;0;nao;
sescmatogrosso.com.br;corp;b9;Rotulagem/evidencia_b9/sescmatogrosso.com.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;;1;1;1;;;;;;3;nao;0;silencio;;;;;;;0;nao;
seucreditodigital.com.br;corp;b9;Rotulagem/evidencia_b9/seucreditodigital.com.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
sexocomcafe.com.br;corp;b9;Rotulagem/evidencia_b9/sexocomcafe.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O fetcher não conseguiu fazer a coleta da política que está em https://sexocomcafe.com.br/Termos.aspx#PoliticaPrivacidade
shopemme.com.br;corp;b9;Rotulagem/evidencia_b9/shopemme.com.br.txt;text;1;;;1;;;;;;;nao;0;nao;1;;1;1;1;;;;;1;4;nao;0;silencio;;;;;;;0;nao;
sinaldoceu.com.br;corp;b9;Rotulagem/evidencia_b9/sinaldoceu.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
singularmedicamentos.com.br;corp;b9;Rotulagem/evidencia_b9/singularmedicamentos.com.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;1;;1;1;1;1;1;1;1;8;nao;0;silencio;;;;;;;0;nao;
sitexpresso.com.br;corp;b9;Rotulagem/evidencia_b9/sitexpresso.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
soldiersnutrition.com.br;corp;b9;Rotulagem/evidencia_b9/soldiersnutrition.com.br.txt;text;0;;;;;;;;;;nao;1;nao;1;1;;1;1;1;;1;1;1;7;nao;0;silencio;;;;;;;0;nao;
sorasa.com.br;corp;b9;Rotulagem/evidencia_b9/sorasa.com.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
sporti.com.br;corp;b9;Rotulagem/evidencia_b9/sporti.com.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;1;1;1;1;1;1;1;;1;8;nao;0;silencio;;;;;;;0;nao;
ssmtelecom.com.br;corp;b9;Rotulagem/evidencia_b9/ssmtelecom.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
stamp.com.br;corp;b9;Rotulagem/evidencia_b9/stamp.com.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
technobytes.com.br;corp;b9;Rotulagem/evidencia_b9/technobytes.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
telecine.com.br;corp;b9;Rotulagem/evidencia_b9/telecine.com.br.txt;text;1;;;;;;;1;;;nao;1;nao;1;1;1;1;1;1;1;1;1;1;9;nao;1;transferencia;;;;;;;0;nao;
tfseven.com.br;corp;b9;Rotulagem/evidencia_b9/tfseven.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;A subpágina detectada tem os termos de uso, mas o fetcher não conseguiu buscar
tigre.com.br;corp;b9;Rotulagem/evidencia_b9/tigre.com.br.txt;text;1;1;;;;;;;;1;nao;0;nao;1;1;1;1;1;1;1;1;1;1;9;nao;1;transferencia;;;;;;;0;nao;
tjsp.jus.br;corp;b9;Rotulagem/evidencia_b9/tjsp.jus.br.txt;text;1;1;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;Dois pontos aqui. O estrato dos sites.jus.br é gov. O segundo é que o fetcher não conseguiu chegar na política em pdf, que estava em nível mais profundo https://www.tjsp.jus.br/Download/Portal/LGPD/Portaria_LGPD_9923-2020-2.pdf
to.def.br;corp;b9;Rotulagem/evidencia_b9/to.def.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Sites .def.br são estrato gov. A página existia, mas o fetcher recebeu erro 404. A política está em https://www.defensoria.to.def.br/lgpd/politica
touti.com.br;corp;b9;Rotulagem/evidencia_b9/touti.com.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
tradersbrasil.com.br;corp;b9;Rotulagem/evidencia_b9/tradersbrasil.com.br.txt;text;0;;;;;;;;;;nao;1;nao;1;1;1;1;1;1;1;1;1;;8;nao;0;silencio;;;;;;;0;nao;
tupan.com.br;corp;b9;Rotulagem/evidencia_b9/tupan.com.br.txt;text;1;;1;;;;;;;;nao;1;nao;1;1;1;1;1;1;1;1;1;1;9;nao;1;transferencia;;;;;1;;1;nao;
turbocloud.com.br;corp;b9;Rotulagem/evidencia_b9/turbocloud.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
ufcat.edu.br;corp;b9;Rotulagem/evidencia_b9/ufcat.edu.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;1;1;1;1;;;1;;;5;nao;0;silencio;;;;;;;0;nao;
unifatecie.edu.br;corp;b9;Rotulagem/evidencia_b9/unifatecie.edu.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O site possui política em https://site.unifatecie.edu.br/politica-privacidade/, mas era necessário escolher na página de abertura entre curso presencial e EAD, antes de habilitar o banner que tem o link para a subpagina
unifil.br;corp;b9;Rotulagem/evidencia_b9/unifil.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;As subpaginas trazidas não são de privacidade
unila.edu.br;corp;b9;Rotulagem/evidencia_b9/unila.edu.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;As subpaginas trazidas não são de privacidade
uninga.br;corp;b9;Rotulagem/evidencia_b9/uninga.br.txt;text;1;;;1;;;;;;;nao;1;nao;1;0;1;1;1;1;1;1;1;1;8;nao;1;transferencia;;;;;;;0;nao;
uniunica.edu.br;corp;b9;Rotulagem/evidencia_b9/uniunica.edu.br.txt;text;1;;1;;;;;;;;nao;1;nao;1;1;1;1;1;1;1;1;1;1;9;nao;1;transferencia;;1;;1;;;2;nao;
universoarquivos.com.br;corp;b9;Rotulagem/evidencia_b9/universoarquivos.com.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;1;transferencia;;1;;;;;1;nao;
useange.com.br;corp;b9;Rotulagem/evidencia_b9/useange.com.br.txt;text;0;;;;;;;;;;nao;1;nao;1;;;1;1;;;;;;2;nao;0;silencio;;;;;;;0;nao;
usenow.com.br;corp;b9;Rotulagem/evidencia_b9/usenow.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O site é a página de login de um aplicativo
usevenari.com.br;corp;b9;Rotulagem/evidencia_b9/usevenari.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;A evidência não capturou a página, mas a política está em https://www.venari.com.br/politicadeprivacidade
usjt.br;corp;b9;Rotulagem/evidencia_b9/usjt.br.txt;text;1;;1;;;;;;;;nao;1;nao;1;1;1;1;1;1;;;;1;6;nao;1;transferencia;;1;;;;;1;nao;
verdecard.com.br;corp;b9;Rotulagem/evidencia_b9/verdecard.com.br.txt;text;1;;1;;;;;1;;;nao;1;nao;1;;1;1;1;1;;;;1;5;nao;1;transferencia;;;;;;;0;nao;
verzani.com.br;corp;b9;Rotulagem/evidencia_b9/verzani.com.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;1;1;1;1;1;;1;1;1;8;nao;1;transferencia;;;;;;;0;nao;
vfleets.com.br;corp;b9;Rotulagem/evidencia_b9/vfleets.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O site é a página de login de um aplicativo
via.com.br;corp;b9;Rotulagem/evidencia_b9/via.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Site retornou erro 403
viabrs.com.br;corp;b9;Rotulagem/evidencia_b9/viabrs.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
vibraresidencial.com.br;corp;b9;Rotulagem/evidencia_b9/vibraresidencial.com.br.txt;text;1;;1;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
videosdesexo.com.br;corp;b9;Rotulagem/evidencia_b9/videosdesexo.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
vinilrecords.com.br;corp;b9;Rotulagem/evidencia_b9/vinilrecords.com.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
vivara.com.br;corp;b9;Rotulagem/evidencia_b9/vivara.com.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;1;1;1;;1;;;;1;5;nao;0;silencio;;;;;;;0;nao;
warnerbros.com.br;corp;b9;Rotulagem/evidencia_b9/warnerbros.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O fethcer identificou o link, mas não trouxe a política, que estava em https://www.wbdprivacy.com/policycenter/b2c/pt-latam/
webprestador.com.br;corp;b9;Rotulagem/evidencia_b9/webprestador.com.br.txt;sem_politica;0;;;;;;;;;;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
windx.com.br;corp;b9;Rotulagem/evidencia_b9/windx.com.br.txt;text;0;;;;;;;;;;nao;1;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
worklabweb.com.br;corp;b9;Rotulagem/evidencia_b9/worklabweb.com.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;O site é a página de login de um aplicativo
zoop.com.br;corp;b9;Rotulagem/evidencia_b9/zoop.com.br.txt;text;1;1;;;;;;;;;nao;1;nao;1;1;1;1;1;1;;1;;;6;nao;1;transferencia;;1;;;;;1;nao;
acesso.gov.br;gov;b9;Rotulagem/evidencia_b9/acesso.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Subpágina /termo-de-uso é casca React (id=root, noscript) — conteúdo não renderizado na coleta
adapec.to.gov.br;gov;b9;Rotulagem/evidencia_b9/adapec.to.gov.br.txt;NA;NA;;;;;;;;;;;NA;;NA;;;;;;;;;;0;;NA;;;;;;;;0;;Nenhuma das subpáginas continha a política real
administracao.pr.gov.br;gov;b9;Rotulagem/evidencia_b9/administracao.pr.gov.br.txt;text;1;;1;;;1;1;;;1;nao;0;nao;0;;;;;;;;;;0;nao;0;silencio;;;;;;;0;nao;
